cement,slag,fly_ash,water,superplasticizer,course_aggregate,fine_aggregate,age,strength,,cement_2,slag_2,fly_ash_2,water_2,superplasticizer_2,course_aggregate_2,fine_aggregate_2,age_2
252.1,97.1,75.6,193.8,8.3,835.5,821.4,28,33.4,,63554.41,9428.41,5715.36,37558.44,68.89,698060.25,674697.96,784
164.6,0,150.4,181.6,11.7,1023.3,728.9,28,18.03,,27093.16,0,22620.16,32978.56,136.89,1047142.89,531295.21,784
155.6,243.5,0,180.3,10.7,1022,697.7,28,37.36,,24211.36,59292.25,0,32508.09,114.49,1044484,486785.29,784
160.2,188,146.4,203.2,11.3,828.7,709.7,28,35.31,,25664.04,35344,21432.96,41290.24,127.69,686743.69,503674.09,784
298.1,0,107,186.4,6.1,879,815.2,28,42.64,,88863.61,0,11449,34744.96,37.21,772641,664551.04,784
317.9,0,126.5,209.7,5.7,860.5,736.6,28,40.06,,101060.41,0,16002.25,43974.09,32.49,740460.25,542579.56,784
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,43.8,,82541.29,14520.25,8817.21,35193.76,84.64,817939.36,484276.81,784
325.6,166.4,0,174,8.9,881.6,790,28,61.24,,106015.36,27688.96,0,30276,79.21,777218.56,624100,784
355.9,0,141.6,193.3,11,801.4,778.4,28,40.87,,126664.81,0,20050.56,37364.89,121,642241.96,605906.56,784
132,206.5,160.9,178.9,5.5,866.9,735.6,28,33.31,,17424,42642.25,25888.81,32005.21,30.25,751515.61,541107.36,784
322.5,148.6,0,185.8,8.5,951,709.5,28,52.43,,104006.25,22081.96,0,34521.64,72.25,904401,503390.25,784
164.2,0,200.1,181.2,12.6,849.3,846,28,15.09,,26961.64,0,40040.01,32833.44,158.76,721310.49,715716,784
313.8,0,112.6,169.9,10.1,925.3,782.9,28,38.46,,98470.44,0,12678.76,28866.01,102.01,856180.09,612932.41,784
321.4,0,127.9,182.5,11.5,870.1,779.7,28,37.27,,103297.96,0,16358.41,33306.25,132.25,757074.01,607932.09,784
139.7,163.9,127.7,236.7,5.8,868.6,655.6,28,35.23,,19516.09,26863.21,16307.29,56026.89,33.64,754465.96,429811.36,784
288.4,121,0,177.4,7,907.9,829.5,28,42.14,,83174.56,14641,0,31470.76,49,824282.41,688070.25,784
298.2,0,107,209.7,11.1,879.6,744.2,28,31.88,,88923.24,0,11449,43974.09,123.21,773696.16,553833.64,784
264.5,111,86.5,195.5,5.9,832.6,790.4,28,41.54,,69960.25,12321,7482.25,38220.25,34.81,693222.76,624732.16,784
159.8,250,0,168.4,12.2,1049.3,688.2,28,39.46,,25536.04,62500,0,28358.56,148.84,1101030.49,473619.24,784
166,259.7,0,183.2,12.7,858.8,826.8,28,37.92,,27556,67444.09,0,33562.24,161.29,737537.44,683598.24,784
276.4,116,90.3,179.6,8.9,870.1,768.3,28,44.28,,76396.96,13456,8154.09,32256.16,79.21,757074.01,590284.89,784
322.2,0,115.6,196,10.4,817.9,813.4,28,31.18,,103812.84,0,13363.36,38416,108.16,668960.41,661619.56,784
148.5,139.4,108.6,192.7,6.1,892.4,780,28,23.7,,22052.25,19432.36,11793.96,37133.29,37.21,796377.76,608400,784
159.1,186.7,0,175.6,11.3,989.6,788.9,28,32.77,,25312.81,34856.89,0,30835.36,127.69,979308.16,622363.21,784
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,32.4,,68068.81,10100.25,6130.89,40240.36,73.96,747360.25,579882.25,784
